task_id,user_id,completion_time,task_switches,interruptions,worked_outside_hours,actual_start_date,actual_completion_date,efficiency_ratio
task_23258,user_002,4.58,0,0,False,2025-06-18 01:20:11.657294,2025-06-22 01:20:11.657294,0.64
task_23260,user_003,3.76,0,1,False,2025-06-22 01:20:11.657294,2025-06-25 01:20:11.657294,0.731
task_23262,user_006,1.05,0,0,False,2025-07-28 01:20:11.657294,2025-07-30 01:20:11.657294,1.163
task_23263,user_005,1.44,0,0,False,2025-06-20 01:20:11.657294,2025-06-22 01:20:11.657294,5.547
task_23265,user_002,1.29,0,0,False,2025-03-25 01:20:11.657294,2025-03-28 01:20:11.657294,1.101
task_23266,user_010,2.4,3,2,False,2025-02-14 01:20:11.657294,2025-02-17 01:20:11.657294,0.509
task_23267,user_004,1.62,2,0,False,2025-06-21 01:20:11.657294,2025-06-22 01:20:11.657294,0.757
task_23268,user_005,6.22,0,0,True,2025-04-30 01:20:11.657294,,0.932
task_23271,user_008,1.66,0,0,False,2025-03-31 01:20:11.657294,2025-04-02 01:20:11.657294,1.522
task_23274,user_008,16.25,0,3,False,2025-02-23 01:20:11.657294,,0.327
task_23276,user_007,1.87,2,1,False,2025-04-30 01:20:11.657294,2025-05-05 01:20:11.657294,0.823
task_23278,user_005,5.54,0,3,False,2025-02-22 01:20:11.657294,2025-02-22 01:20:11.657294,0.794
task_23280,user_002,5.59,0,0,True,2025-04-13 01:20:11.657294,2025-04-23 01:20:11.657294,0.472
task_23281,user_009,31.9,0,1,False,2025-07-13 01:20:11.657294,2025-07-20 01:20:11.657294,0.375
task_23291,user_006,0.7,0,1,False,2025-03-18 01:20:11.657294,2025-03-18 01:20:11.657294,0.982
task_23296,user_004,3.59,2,2,False,2025-02-21 01:20:11.657294,2025-02-22 01:20:11.657294,0.669
task_23298,user_010,3.48,2,1,False,2025-04-30 01:20:11.657294,2025-05-01 01:20:11.657294,0.82
task_23299,user_005,4.24,0,0,False,2025-06-10 01:20:11.657294,2025-06-20 01:20:11.657294,0.869
task_23300,user_003,1.04,0,1,False,2025-05-26 01:20:11.657294,2025-05-26 01:20:11.657294,0.657
task_23301,user_004,4.57,0,1,False,2025-03-25 01:20:11.657294,2025-03-31 01:20:11.657294,1.083
task_23302,user_003,7.38,0,0,True,2025-05-31 01:20:11.657294,2025-06-06 01:20:11.657294,0.745
task_23305,user_001,1.67,0,0,False,2025-04-21 01:20:11.657294,2025-04-24 01:20:11.657294,0.605
task_23306,user_004,2.59,2,3,True,2025-06-01 01:20:11.657294,2025-06-02 01:20:11.657294,0.685
task_23307,user_001,5.32,0,0,False,2025-02-23 01:20:11.657294,,0.639
task_23309,user_010,1.31,1,2,True,2025-07-31 01:20:11.657294,2025-08-03 01:20:11.657294,1.057
task_23311,user_010,11.4,0,2,False,2025-07-15 01:20:11.657294,2025-07-21 01:20:11.657294,0.661
task_23314,user_001,5.11,0,1,True,2025-04-08 01:20:11.657294,2025-04-21 01:20:11.657294,0.883
task_23320,user_008,3.68,0,0,False,2025-05-08 01:20:11.657294,2025-05-14 01:20:11.657294,0.988
task_23323,user_009,3.4,0,0,False,2025-05-27 01:20:11.657294,2025-05-27 01:20:11.657294,0.763
task_23327,user_004,0.74,2,0,False,2025-06-03 01:20:11.657294,2025-06-09 01:20:11.657294,6.265
task_23328,user_006,4.15,0,1,False,2025-08-09 01:20:11.657294,2025-06-09 01:20:11.657294,0.897
task_23336,user_003,2.3,0,0,False,2025-06-15 01:20:11.657294,2025-06-19 01:20:11.657294,1.004
task_23341,user_006,8.16,0,0,False,2025-03-09 01:20:11.657294,2025-03-13 01:20:11.657294,0.633
task_23342,user_007,3.44,1,0,False,2025-08-07 01:20:11.657294,2025-03-13 01:20:11.657294,0.79
task_23344,user_010,3.89,1,0,False,2025-04-17 01:20:11.657294,2025-04-21 01:20:11.657294,0.852
task_23345,user_001,3.44,0,0,False,2025-03-10 01:20:11.657294,2025-03-10 01:20:11.657294,1.528
task_23350,user_004,8.26,1,1,False,2025-07-05 01:20:11.657294,2025-07-16 01:20:11.657294,0.955
task_23353,user_010,1.61,1,0,False,2025-04-22 01:20:11.657294,2025-05-02 01:20:11.657294,2.525
task_23355,user_003,1.73,0,1,False,2025-04-04 01:20:11.657294,2025-04-14 01:20:11.657294,0.71
task_23357,user_007,10.47,5,4,False,2025-04-26 01:20:11.657294,2025-04-30 01:20:11.657294,0.387
task_23361,user_003,5.42,0,0,True,2025-05-14 01:20:11.657294,2025-05-26 01:20:11.657294,1.103
task_23363,user_006,3.93,0,1,False,2025-07-01 01:20:11.657294,2025-07-04 01:20:11.657294,1.547
task_23365,user_003,2.46,0,2,False,2025-06-03 01:20:11.657294,2025-06-03 01:20:11.657294,0.577
task_23366,user_004,3.72,1,0,False,2025-05-10 01:20:11.657294,,1.269
task_23367,user_001,4.29,0,1,False,2025-07-22 01:20:11.657294,,0.809
task_23374,user_001,3.51,0,1,False,2025-07-22 01:20:11.657294,,0.762
task_23375,user_001,3.44,0,0,False,2025-08-13 01:20:11.657294,,0.991
task_23378,user_010,1.48,0,5,False,2025-03-05 01:20:11.657294,2025-03-08 01:20:11.657294,0.736
task_23379,user_010,2.67,1,0,False,2025-06-17 01:20:11.657294,2025-06-23 01:20:11.657294,0.922
task_23384,user_004,0.92,0,1,False,2025-02-26 01:20:11.657294,2025-02-26 01:20:11.657294,1.649
task_23389,user_008,3.94,0,2,False,2025-04-08 01:20:11.657294,2025-04-11 01:20:11.657294,0.795
task_23390,user_002,4.12,0,2,True,2025-05-21 01:20:11.657294,2025-05-22 01:20:11.657294,1.227
task_23392,user_004,1.21,1,0,False,2025-07-02 01:20:11.657294,2025-07-04 01:20:11.657294,1.45
task_23393,user_003,3.96,0,1,False,2025-03-21 01:20:11.657294,2025-03-23 01:20:11.657294,0.861
task_23397,user_003,2.2,0,0,False,2025-05-15 01:20:11.657294,,0.782
task_23399,user_006,2.56,0,0,False,2025-06-18 01:20:11.657294,2025-06-20 01:20:11.657294,1.012
task_23401,user_001,1.21,0,1,False,2025-07-29 01:20:11.657294,2025-08-01 01:20:11.657294,0.83
task_23402,user_009,16.56,3,0,False,2025-04-09 01:20:11.657294,2025-04-16 01:20:11.657294,0.441
task_23409,user_005,0.55,0,0,False,2025-05-15 01:20:11.657294,,1.165
task_23410,user_008,4.58,0,0,False,2025-04-03 01:20:11.657294,2025-04-10 01:20:11.657294,0.687
task_23412,user_010,6.27,2,2,True,2025-05-09 01:20:11.657294,2025-05-10 01:20:11.657294,0.967
task_23414,user_002,1.65,0,0,True,2025-05-20 01:20:11.657294,2025-05-25 01:20:11.657294,1.169
task_23415,user_009,1.81,0,0,False,2025-07-14 01:20:11.657294,,0.874
task_23417,user_008,3.11,0,0,False,2025-07-19 01:20:11.657294,,0.8
task_23418,user_005,1.83,0,4,False,2025-03-06 01:20:11.657294,2025-03-09 01:20:11.657294,1.038
task_23419,user_007,11.78,5,1,False,2025-07-03 01:20:11.657294,2025-07-03 01:20:11.657294,0.451
task_23425,user_003,4.5,0,2,False,2025-03-27 01:20:11.657294,2025-03-27 01:20:11.657294,0.821
task_23427,user_008,4.98,0,1,False,2025-03-09 01:20:11.657294,2025-03-09 01:20:11.657294,0.719
task_23428,user_010,1.29,1,0,True,2025-07-31 01:20:11.657294,2025-08-02 01:20:11.657294,1.26
task_23432,user_006,3.59,0,1,True,2025-07-15 01:20:11.657294,,1.065
task_23434,user_010,3.36,4,1,True,2025-07-21 01:20:11.657294,,1.089
task_23438,user_004,1.2,1,0,False,2025-08-08 01:20:11.657294,2025-08-09 01:20:11.657294,1.654
task_23440,user_009,0.82,3,0,False,2025-03-11 01:20:11.657294,2025-03-12 01:20:11.657294,0.672
task_23447,user_001,1.79,0,1,True,2025-03-15 01:20:11.657294,2025-03-15 01:20:11.657294,0.65
task_23449,user_007,1.54,3,0,False,2025-04-05 01:20:11.657294,2025-04-05 01:20:11.657294,0.655
task_23452,user_006,7.79,0,2,False,2025-04-10 01:20:11.657294,2025-04-11 01:20:11.657294,0.721
task_23453,user_010,4.05,2,1,True,2025-07-21 01:20:11.657294,2025-07-22 01:20:11.657294,0.984
task_23454,user_003,1.48,0,2,False,2025-03-23 01:20:11.657294,,0.917
task_23457,user_008,2.11,0,0,False,2025-02-20 01:20:11.657294,,0.845
task_23459,user_002,6.91,0,2,False,2025-03-31 01:20:11.657294,2025-04-01 01:20:11.657294,0.988
task_23460,user_008,1.5,0,1,False,2025-07-18 01:20:11.657294,2025-07-23 01:20:11.657294,0.602
task_23461,user_007,2.0,2,1,True,2025-04-03 01:20:11.657294,2025-04-04 01:20:11.657294,0.74
task_23462,user_007,8.5,3,2,False,2025-03-23 01:20:11.657294,2025-03-23 01:20:11.657294,0.465
task_23465,user_007,4.13,2,2,False,2025-07-29 01:20:11.657294,,1.338
task_23466,user_003,8.67,0,0,False,2025-02-15 01:20:11.657294,2025-02-19 01:20:11.657294,1.23
task_23468,user_010,1.35,1,0,True,2025-05-09 01:20:11.657294,2025-05-13 01:20:11.657294,1.242
task_23469,user_006,5.62,0,0,True,2025-02-16 01:20:11.657294,2025-02-20 01:20:11.657294,0.729
task_23470,user_003,6.74,0,1,False,2025-03-18 01:20:11.657294,,0.788
task_23473,user_005,4.15,0,1,True,2025-05-31 01:20:11.657294,,1.156
task_23474,user_009,6.73,0,1,False,2025-07-12 01:20:11.657294,2025-07-12 01:20:11.657294,0.549
task_23476,user_003,2.2,0,0,False,2025-05-05 01:20:11.657294,,0.995
task_23479,user_005,8.77,0,0,False,2025-06-13 01:20:11.657294,2025-06-28 01:20:11.657294,0.609
task_23480,user_007,3.21,2,3,True,2025-03-21 01:20:11.657294,2025-03-24 01:20:11.657294,0.465
task_23484,user_004,8.43,2,0,False,2025-03-16 01:20:11.657294,,0.661
task_23487,user_010,1.95,0,0,False,2025-03-09 01:20:11.657294,2025-03-10 01:20:11.657294,0.843
task_23488,user_002,1.08,0,0,True,2025-08-13 01:20:11.657294,2025-03-10 01:20:11.657294,1.282
task_23489,user_010,2.9,2,0,False,2025-05-04 01:20:11.657294,2025-05-12 01:20:11.657294,0.833
task_23491,user_001,2.72,0,0,True,2025-06-14 01:20:11.657294,2025-06-23 01:20:11.657294,2.828
task_23494,user_001,9.03,0,1,False,2025-07-11 01:20:11.657294,2025-07-17 01:20:11.657294,0.785
task_23496,user_008,0.75,0,0,False,2025-07-18 01:20:11.657294,2025-07-21 01:20:11.657294,0.918
task_23498,user_004,14.04,2,3,True,2025-03-31 01:20:11.657294,2025-04-01 01:20:11.657294,0.484
task_23499,user_007,12.66,2,0,False,2025-07-10 01:20:11.657294,2025-07-10 01:20:11.657294,0.594
task_23502,user_004,1.04,0,1,False,2025-06-07 01:20:11.657294,2025-06-11 01:20:11.657294,0.935
task_23504,user_003,2.47,0,0,False,2025-07-15 01:20:11.657294,2025-07-15 01:20:11.657294,1.033
task_23507,user_008,2.04,0,0,False,2025-05-24 01:20:11.657294,2025-05-29 01:20:11.657294,0.68
task_23508,user_001,3.16,0,0,False,2025-06-16 01:20:11.657294,2025-06-18 01:20:11.657294,1.126
task_23509,user_005,2.19,0,2,False,2025-06-12 01:20:11.657294,2025-06-16 01:20:11.657294,0.965
task_23510,user_010,1.07,0,0,False,2025-06-17 01:20:11.657294,2025-06-17 01:20:11.657294,0.866
task_23512,user_005,2.96,0,2,False,2025-05-13 01:20:11.657294,2025-05-15 01:20:11.657294,0.885
task_23514,user_004,6.23,2,0,False,2025-05-21 01:20:11.657294,,0.996
task_23516,user_010,0.16,2,2,False,2025-02-15 01:20:11.657294,2025-02-23 01:20:11.657294,17.628
task_23522,user_007,1.92,2,1,False,2025-05-26 01:20:11.657294,2025-06-01 01:20:11.657294,0.641
task_23525,user_003,5.97,0,0,False,2025-03-13 01:20:11.657294,2025-03-19 01:20:11.657294,0.598
task_23528,user_001,1.49,0,0,False,2025-07-25 01:20:11.657294,2025-07-27 01:20:11.657294,1.086
task_23534,user_004,1.95,3,0,False,2025-05-18 01:20:11.657294,,0.747
task_23535,user_007,0.88,4,0,False,2025-03-18 01:20:11.657294,2025-03-19 01:20:11.657294,0.714
task_23538,user_001,7.32,0,2,False,2025-05-13 01:20:11.657294,2025-05-13 01:20:11.657294,0.729
task_23539,user_002,2.37,0,5,False,2025-07-04 01:20:11.657294,2025-07-13 01:20:11.657294,0.615
task_23540,user_009,11.34,0,0,False,2025-07-01 01:20:11.657294,2025-07-17 01:20:11.657294,0.535
task_23541,user_005,9.93,0,0,False,2025-02-23 01:20:11.657294,2025-03-05 01:20:11.657294,0.774
task_23543,user_001,16.27,0,0,True,2025-06-24 01:20:11.657294,2025-07-01 01:20:11.657294,0.655
task_23544,user_005,6.45,0,0,False,2025-04-06 01:20:11.657294,2025-04-10 01:20:11.657294,1.129
task_23545,user_009,3.54,2,1,False,2025-07-12 01:20:11.657294,,0.435
task_23546,user_005,3.86,0,0,True,2025-07-17 01:20:11.657294,2025-07-17 01:20:11.657294,0.983
task_23550,user_009,3.09,1,2,True,2025-05-02 01:20:11.657294,,0.618
task_23552,user_004,5.19,4,2,False,2025-06-20 01:20:11.657294,2025-06-22 01:20:11.657294,0.601
task_23553,user_002,2.68,0,1,False,2025-05-05 01:20:11.657294,2025-05-10 01:20:11.657294,1.207
task_23554,user_008,1.99,0,1,True,2025-04-05 01:20:11.657294,2025-04-07 01:20:11.657294,2.025
task_23555,user_006,3.88,0,1,False,2025-02-28 01:20:11.657294,2025-02-28 01:20:11.657294,0.792
task_23556,user_010,2.77,3,0,False,2025-05-09 01:20:11.657294,2025-05-12 01:20:11.657294,0.679
task_23557,user_010,4.37,1,2,True,2025-03-14 01:20:11.657294,2025-03-20 01:20:11.657294,0.815
task_23562,user_001,1.59,0,0,False,2025-03-06 01:20:11.657294,2025-03-11 01:20:11.657294,0.63
task_23564,user_010,0.55,2,0,False,2025-04-30 01:20:11.657294,2025-04-30 01:20:11.657294,0.903
task_23568,user_002,8.96,0,0,False,2025-02-25 01:20:11.657294,2025-03-06 01:20:11.657294,0.771
task_23571,user_008,0.78,0,0,True,2025-07-26 01:20:11.657294,,0.936
task_23573,user_009,5.05,1,1,False,2025-06-16 01:20:11.657294,,0.761
task_23574,user_006,0.99,0,4,False,2025-06-27 01:20:11.657294,2025-06-28 01:20:11.657294,0.897
task_23579,user_008,3.5,0,1,False,2025-06-18 01:20:11.657294,2025-06-21 01:20:11.657294,0.97
task_23581,user_006,12.47,0,2,False,2025-06-15 01:20:11.657294,2025-06-24 01:20:11.657294,0.551
task_23582,user_003,10.68,0,4,False,2025-06-28 01:20:11.657294,2025-07-01 01:20:11.657294,0.542
task_23583,user_008,4.28,0,1,False,2025-04-27 01:20:11.657294,2025-05-02 01:20:11.657294,0.479
task_23588,user_001,3.74,0,0,False,2025-02-22 01:20:11.657294,,0.717
task_23596,user_007,3.07,2,0,False,2025-07-07 01:20:11.657294,,0.743
task_23598,user_005,4.88,0,1,False,2025-04-15 01:20:11.657294,2025-04-20 01:20:11.657294,1.538
task_23599,user_005,7.44,0,2,True,2025-06-25 01:20:11.657294,2025-06-30 01:20:11.657294,0.734
task_23601,user_006,4.05,0,0,False,2025-03-06 01:20:11.657294,,0.782
task_23602,user_007,3.49,2,2,False,2025-06-14 01:20:11.657294,2025-06-20 01:20:11.657294,0.813
task_23605,user_008,0.9,0,0,False,2025-08-09 01:20:11.657294,2025-08-09 01:20:11.657294,1.062
task_23607,user_009,3.35,3,0,False,2025-03-31 01:20:11.657294,2025-04-01 01:20:11.657294,0.687
task_23608,user_004,2.19,1,0,False,2025-06-15 01:20:11.657294,2025-06-16 01:20:11.657294,1.482
task_23612,user_003,5.62,0,1,False,2025-07-22 01:20:11.657294,2025-07-29 01:20:11.657294,1.029
task_23613,user_006,1.64,0,2,True,2025-08-12 01:20:11.657294,2025-08-12 01:20:11.657294,0.792
task_23614,user_010,2.05,3,1,False,2025-04-09 01:20:11.657294,2025-04-12 01:20:11.657294,0.682
task_23615,user_001,4.55,0,0,False,2025-07-04 01:20:11.657294,2025-07-09 01:20:11.657294,0.868
task_23617,user_008,5.88,0,2,False,2025-05-15 01:20:11.657294,,0.423
task_23619,user_008,0.81,0,1,False,2025-06-12 01:20:11.657294,2025-06-12 01:20:11.657294,0.656
task_23620,user_001,5.02,0,2,True,2025-04-30 01:20:11.657294,2025-05-02 01:20:11.657294,0.735
task_23623,user_001,7.49,0,0,False,2025-08-09 01:20:11.657294,,0.895
task_23625,user_002,3.93,0,0,True,2025-06-03 01:20:11.657294,2025-06-05 01:20:11.657294,0.902
task_23627,user_003,1.15,0,2,True,2025-04-26 01:20:11.657294,2025-04-30 01:20:11.657294,0.705
task_23628,user_002,1.45,0,0,True,2025-06-23 01:20:11.657294,2025-06-30 01:20:11.657294,1.083
task_23633,user_005,3.61,0,1,False,2025-08-10 01:20:11.657294,2025-08-11 01:20:11.657294,0.908
task_23636,user_003,3.6,0,2,True,2025-02-22 01:20:11.657294,2025-03-06 01:20:11.657294,2.257
task_23637,user_009,1.26,1,0,False,2025-02-23 01:20:11.657294,2025-02-28 01:20:11.657294,0.604
task_23639,user_002,8.34,0,6,False,2025-04-04 01:20:11.657294,2025-04-07 01:20:11.657294,0.935
task_23643,user_006,0.94,0,0,True,2025-02-23 01:20:11.657294,,1.141
task_23645,user_003,1.41,0,0,False,2025-08-02 01:20:11.657294,2025-08-02 01:20:11.657294,0.801
task_23646,user_006,3.2,0,0,False,2025-06-05 01:20:11.657294,2025-06-05 01:20:11.657294,1.372
task_23647,user_005,5.57,0,1,False,2025-07-13 01:20:11.657294,2025-07-15 01:20:11.657294,1.06
task_23649,user_003,1.36,0,1,False,2025-03-15 01:20:11.657294,2025-03-15 01:20:11.657294,0.916
task_23654,user_004,7.54,2,0,False,2025-07-29 01:20:11.657294,2025-07-31 01:20:11.657294,0.76
task_23656,user_007,5.02,1,0,False,2025-04-08 01:20:11.657294,2025-04-15 01:20:11.657294,0.745
task_23660,user_009,8.62,2,2,False,2025-06-22 01:20:11.657294,2025-06-22 01:20:11.657294,0.651
task_23661,user_001,4.53,0,2,False,2025-06-18 01:20:11.657294,2025-06-19 01:20:11.657294,0.735
task_23662,user_003,0.61,0,0,True,2025-05-22 01:20:11.657294,2025-05-24 01:20:11.657294,3.707
task_23663,user_001,1.19,0,1,True,2025-06-03 01:20:11.657294,2025-06-08 01:20:11.657294,0.908
task_23664,user_007,4.62,1,0,False,2025-07-02 01:20:11.657294,2025-07-06 01:20:11.657294,1.096
task_23672,user_004,0.58,0,0,True,2025-04-09 01:20:11.657294,2025-04-15 01:20:11.657294,1.286
task_23673,user_009,3.05,0,2,True,2025-06-20 01:20:11.657294,2025-06-20 01:20:11.657294,0.591
task_23674,user_003,3.02,0,3,False,2025-07-03 01:20:11.657294,2025-07-04 01:20:11.657294,0.76
task_23681,user_009,5.37,2,3,False,2025-02-16 01:20:11.657294,2025-02-16 01:20:11.657294,0.64
task_23684,user_008,11.04,0,1,False,2025-06-22 01:20:11.657294,,0.48
task_23685,user_010,7.25,5,0,True,2025-04-30 01:20:11.657294,2025-04-30 01:20:11.657294,0.626
task_23687,user_002,3.36,0,1,False,2025-05-25 01:20:11.657294,2025-05-28 01:20:11.657294,0.694
task_23688,user_010,0.49,0,0,False,2025-06-21 01:20:11.657294,2025-06-23 01:20:11.657294,1.522
task_23689,user_010,1.79,0,0,False,2025-05-21 01:20:11.657294,2025-05-25 01:20:11.657294,0.877
task_23691,user_008,8.12,0,1,False,2025-04-26 01:20:11.657294,2025-05-07 01:20:11.657294,0.899
task_23692,user_006,4.09,0,1,False,2025-06-30 01:20:11.657294,2025-07-02 01:20:11.657294,0.851
task_23694,user_010,6.79,1,1,False,2025-04-16 01:20:11.657294,2025-04-24 01:20:11.657294,0.551
task_23695,user_004,5.21,1,2,False,2025-03-24 01:20:11.657294,,0.737
task_23696,user_008,4.75,0,1,False,2025-07-19 01:20:11.657294,2025-07-25 01:20:11.657294,0.608
task_23699,user_002,2.2,0,0,False,2025-04-06 01:20:11.657294,,1.101
task_23702,user_002,5.1,0,1,False,2025-07-20 01:20:11.657294,2025-07-24 01:20:11.657294,0.722
task_23703,user_002,2.38,0,0,True,2025-06-21 01:20:11.657294,2025-06-22 01:20:11.657294,0.898
task_23706,user_003,1.53,0,1,False,2025-03-26 01:20:11.657294,2025-04-03 01:20:11.657294,0.763
task_23711,user_002,3.23,0,2,False,2025-06-10 01:20:11.657294,2025-06-13 01:20:11.657294,0.926
task_23712,user_010,1.7,1,1,False,2025-06-04 01:20:11.657294,2025-06-07 01:20:11.657294,0.746
task_23713,user_009,4.11,5,0,False,2025-05-08 01:20:11.657294,2025-05-08 01:20:11.657294,0.652
task_23717,user_001,1.7,0,0,True,2025-02-26 01:20:11.657294,,1.2
task_23718,user_005,1.79,0,1,False,2025-07-04 01:20:11.657294,2025-07-08 01:20:11.657294,1.225
task_23719,user_005,3.08,0,1,False,2025-06-08 01:20:11.657294,2025-06-08 01:20:11.657294,1.128
task_23720,user_001,2.79,0,3,False,2025-05-08 01:20:11.657294,2025-05-11 01:20:11.657294,1.059
task_23723,user_005,2.19,0,1,False,2025-04-26 01:20:11.657294,2025-04-28 01:20:11.657294,0.812
task_23724,user_010,1.28,2,1,False,2025-03-02 01:20:11.657294,2025-03-03 01:20:11.657294,1.286
task_23728,user_009,12.5,4,0,True,2025-04-11 01:20:11.657294,2025-04-11 01:20:11.657294,0.498
task_23731,user_002,2.13,0,1,True,2025-04-06 01:20:11.657294,2025-04-09 01:20:11.657294,1.003
task_23732,user_006,7.36,0,0,False,2025-02-14 01:20:11.657294,2025-02-19 01:20:11.657294,0.849
task_23733,user_005,2.96,0,2,False,2025-02-16 01:20:11.657294,2025-02-23 01:20:11.657294,1.01
task_23740,user_007,2.28,2,0,False,2025-04-11 01:20:11.657294,,0.593
task_23742,user_008,12.12,0,1,False,2025-04-23 01:20:11.657294,2025-05-01 01:20:11.657294,0.483
task_23743,user_007,1.99,2,3,False,2025-08-06 01:20:11.657294,2025-08-08 01:20:11.657294,0.416
task_23747,user_007,4.92,0,0,False,2025-04-20 01:20:11.657294,2025-05-03 01:20:11.657294,1.414
task_23749,user_003,0.93,0,2,False,2025-08-10 01:20:11.657294,2025-08-10 01:20:11.657294,1.189
task_23755,user_004,0.95,1,0,False,2025-06-18 01:20:11.657294,2025-06-18 01:20:11.657294,1.227
task_23758,user_003,9.48,0,3,False,2025-03-19 01:20:11.657294,2025-03-23 01:20:11.657294,0.636
task_23759,user_001,1.61,0,0,True,2025-03-04 01:20:11.657294,2025-03-05 01:20:11.657294,0.734
task_23760,user_002,2.26,0,2,True,2025-06-04 01:20:11.657294,2025-06-15 01:20:11.657294,1.218
task_23761,user_008,3.16,0,0,True,2025-06-01 01:20:11.657294,,0.863
task_23763,user_006,16.48,0,0,False,2025-05-23 01:20:11.657294,,0.525
task_23764,user_009,1.44,1,0,False,2025-03-01 01:20:11.657294,2025-03-04 01:20:11.657294,1.289
task_23766,user_005,1.92,0,0,False,2025-06-22 01:20:11.657294,2025-06-24 01:20:11.657294,1.106
task_23767,user_010,1.45,1,0,False,2025-06-01 01:20:11.657294,2025-06-03 01:20:11.657294,1.308
task_23768,user_003,2.51,0,0,True,2025-08-07 01:20:11.657294,2025-06-03 01:20:11.657294,1.13
task_23770,user_009,5.21,2,1,False,2025-03-15 01:20:11.657294,,0.444
task_23773,user_007,1.02,1,0,False,2025-07-02 01:20:11.657294,2025-07-02 01:20:11.657294,0.595
task_23774,user_006,1.58,0,3,False,2025-07-23 01:20:11.657294,2025-07-26 01:20:11.657294,1.026
task_23777,user_005,2.65,0,0,False,2025-04-01 01:20:11.657294,2025-04-04 01:20:11.657294,1.031
task_23778,user_006,5.11,0,0,False,2025-06-18 01:20:11.657294,2025-06-23 01:20:11.657294,0.992
task_23783,user_009,4.8,1,2,False,2025-07-16 01:20:11.657294,2025-07-18 01:20:11.657294,0.573
task_23785,user_003,8.9,0,1,False,2025-04-10 01:20:11.657294,2025-04-19 01:20:11.657294,0.859
task_23786,user_006,3.27,0,1,False,2025-03-24 01:20:11.657294,2025-03-25 01:20:11.657294,0.819
task_23787,user_002,7.92,0,1,False,2025-05-19 01:20:11.657294,,0.767
task_23789,user_007,9.74,2,1,True,2025-07-02 01:20:11.657294,2025-07-07 01:20:11.657294,0.621
task_23791,user_007,9.35,2,1,False,2025-07-26 01:20:11.657294,2025-07-31 01:20:11.657294,0.422
task_23792,user_002,1.83,0,1,False,2025-07-01 01:20:11.657294,2025-07-02 01:20:11.657294,0.72
task_23795,user_004,1.6,4,0,False,2025-06-13 01:20:11.657294,2025-06-13 01:20:11.657294,0.763
task_23796,user_006,2.53,0,1,True,2025-03-09 01:20:11.657294,2025-03-09 01:20:11.657294,1.086
task_23798,user_008,1.72,0,1,False,2025-07-29 01:20:11.657294,2025-07-29 01:20:11.657294,0.76
task_23799,user_001,3.51,0,1,False,2025-02-26 01:20:11.657294,2025-02-28 01:20:11.657294,0.615
task_23802,user_009,4.13,1,1,False,2025-04-02 01:20:11.657294,,0.714
task_23805,user_004,1.75,3,0,False,2025-03-12 01:20:11.657294,2025-03-12 01:20:11.657294,1.169
task_23810,user_005,1.49,0,1,False,2025-06-19 01:20:11.657294,2025-06-25 01:20:11.657294,0.676
task_23814,user_010,11.34,1,1,False,2025-08-10 01:20:11.657294,,0.638
task_23815,user_008,0.35,0,1,True,2025-03-06 01:20:11.657294,2025-03-10 01:20:11.657294,1.496
task_23816,user_002,8.46,0,4,True,2025-07-20 01:20:11.657294,2025-08-02 01:20:11.657294,0.437
task_23817,user_010,1.82,2,1,False,2025-06-23 01:20:11.657294,2025-06-24 01:20:11.657294,0.861
task_23819,user_004,5.66,2,1,False,2025-05-25 01:20:11.657294,2025-06-02 01:20:11.657294,1.311
task_23821,user_006,4.02,0,0,False,2025-04-25 01:20:11.657294,2025-04-25 01:20:11.657294,0.942
task_23824,user_006,7.06,0,0,False,2025-04-26 01:20:11.657294,2025-05-04 01:20:11.657294,1.034
task_23828,user_007,9.0,2,2,False,2025-06-05 01:20:11.657294,2025-06-05 01:20:11.657294,0.711
task_23834,user_006,0.9,0,2,False,2025-04-06 01:20:11.657294,2025-04-08 01:20:11.657294,0.894
task_23841,user_010,3.58,1,3,False,2025-03-21 01:20:11.657294,,0.7
task_23845,user_010,1.32,3,1,True,2025-02-15 01:20:11.657294,2025-02-18 01:20:11.657294,0.885
task_23848,user_001,2.51,0,1,False,2025-02-23 01:20:11.657294,,0.935
task_23850,user_008,1.49,0,0,False,2025-02-18 01:20:11.657294,2025-02-21 01:20:11.657294,0.759
task_23851,user_003,2.32,0,0,False,2025-05-23 01:20:11.657294,2025-05-25 01:20:11.657294,0.793
task_23854,user_005,1.14,0,1,False,2025-03-30 01:20:11.657294,2025-03-31 01:20:11.657294,0.945
task_23860,user_002,6.75,0,3,False,2025-07-13 01:20:11.657294,2025-07-17 01:20:11.657294,0.559
task_23865,user_006,6.89,0,0,True,2025-06-08 01:20:11.657294,2025-06-15 01:20:11.657294,0.929
task_23868,user_002,4.92,0,0,False,2025-06-19 01:20:11.657294,2025-06-23 01:20:11.657294,0.752
task_23869,user_007,3.24,2,1,False,2025-04-16 01:20:11.657294,2025-04-21 01:20:11.657294,0.899
task_23874,user_008,3.1,0,0,True,2025-06-01 01:20:11.657294,2025-06-04 01:20:11.657294,0.765
task_23877,user_006,2.17,0,1,False,2025-03-07 01:20:11.657294,2025-03-12 01:20:11.657294,0.844
task_23880,user_010,5.05,1,3,False,2025-07-15 01:20:11.657294,2025-07-15 01:20:11.657294,0.711
task_23885,user_003,2.02,0,0,False,2025-07-05 01:20:11.657294,2025-07-19 01:20:11.657294,2.655
