task_id,completion_time,actual_start_date,actual_completion_date
38759,4.115123,2025-02-16 19:49:56.540703,2025-03-03 19:49:56.540703
38760,4.0196,2025-03-04 19:49:56.540703,2025-03-16 19:49:56.540703
38761,4.344786,2025-01-23 19:49:56.540703,
38762,0.669542,2025-01-08 19:49:56.540703,
38764,4.662238,2025-03-07 19:49:56.540703,
38765,3.367171,2025-01-14 19:49:56.540703,2025-01-25 19:49:56.540703
38768,2.997532,2025-01-11 19:49:56.540703,2025-02-02 19:49:56.540703
38769,1.598985,2025-01-25 19:49:56.540703,
38770,3.261997,2025-03-03 19:49:56.540703,
38771,4.978925,2025-01-20 19:49:56.540703,
38772,4.14508,2025-02-24 19:49:56.540703,2025-03-06 19:49:56.540703
38773,3.699561,2025-02-21 19:49:56.540703,2025-02-19 19:49:56.540703
38774,0.771294,2025-02-02 19:49:56.540703,
38775,2.178094,2025-03-01 19:49:56.540703,2025-03-10 19:49:56.540703
38777,2.513909,2025-02-27 19:49:56.540703,
38780,5.699083,2025-01-14 19:49:56.540703,
38781,1.991105,2025-02-06 19:49:56.540703,
38782,1.793642,2025-01-07 19:49:56.540703,2025-01-24 19:49:56.540703
38783,1.526212,2025-02-21 19:49:56.540703,2025-02-19 19:49:56.540703
38784,2.369359,2025-02-03 19:49:56.540703,2025-02-03 19:49:56.540703
38785,0.5,2025-01-28 19:49:56.540703,2025-02-12 19:49:56.540703
38789,5.421813,2025-02-22 19:49:56.540703,2025-03-04 19:49:56.540703
38790,0.5,2025-02-20 19:49:56.540703,2025-03-09 19:49:56.540703
38791,3.192206,2025-02-21 19:49:56.540703,
38792,0.633627,2025-01-22 19:49:56.540703,2025-02-02 19:49:56.540703
38793,4.307752,2025-01-07 19:49:56.540703,2025-01-16 19:49:56.540703
38796,1.572727,2025-01-09 19:49:56.540703,2025-01-27 19:49:56.540703
38797,0.83894,2025-02-27 19:49:56.540703,
38799,3.675077,2025-02-25 19:49:56.540703,
38800,1.35996,2025-02-01 19:49:56.540703,
38801,4.718042,2025-02-14 19:49:56.540703,
38802,0.71341,2025-03-03 19:49:56.540703,
38803,3.700079,2025-03-02 19:49:56.540703,2025-03-20 19:49:56.540703
38804,2.276792,2025-02-23 19:49:56.540703,
38806,2.417689,2025-03-02 19:49:56.540703,2025-03-03 19:49:56.540703
38807,2.029751,2025-02-05 19:49:56.540703,2025-02-17 19:49:56.540703
38809,0.624914,2025-01-12 19:49:56.540703,
38810,3.853953,2025-02-15 19:49:56.540703,2025-02-17 19:49:56.540703
38812,0.85571,2025-02-20 19:49:56.540703,2025-03-07 19:49:56.540703
38815,3.412721,2025-03-07 19:49:56.540703,2025-03-16 19:49:56.540703
38817,2.076248,2025-01-09 19:49:56.540703,2025-01-11 19:49:56.540703
38818,4.471998,2025-01-24 19:49:56.540703,
38820,4.263765,2025-02-16 19:49:56.540703,2025-02-25 19:49:56.540703
38821,2.782971,2025-01-20 19:49:56.540703,2025-02-11 19:49:56.540703
38822,2.061224,2025-01-10 19:49:56.540703,
38824,3.34988,2025-01-15 19:49:56.540703,
38825,3.365987,2025-01-18 19:49:56.540703,2025-02-14 19:49:56.540703
38826,4.536553,2025-01-26 19:49:56.540703,2025-02-11 19:49:56.540703
38827,2.875505,2025-03-03 19:49:56.540703,2025-03-17 19:49:56.540703
38828,3.452925,2025-02-09 19:49:56.540703,2025-03-01 19:49:56.540703
38829,2.348265,2025-03-06 19:49:56.540703,2025-03-31 19:49:56.540703
38830,1.017802,2025-01-20 19:49:56.540703,
38831,2.819118,2025-03-03 19:49:56.540703,2025-03-17 19:49:56.540703
38832,3.771356,2025-02-25 19:49:56.540703,2025-03-18 19:49:56.540703
38835,2.644169,2025-02-21 19:49:56.540703,
38837,1.881073,2025-01-13 19:49:56.540703,2025-01-27 19:49:56.540703
38841,2.496852,2025-02-08 19:49:56.540703,2025-02-10 19:49:56.540703
38844,3.232603,2025-01-28 19:49:56.540703,2025-02-18 19:49:56.540703
38845,5.754359,2025-02-09 19:49:56.540703,
38847,4.596338,2025-01-18 19:49:56.540703,2025-01-24 19:49:56.540703
38848,2.321501,2025-02-16 19:49:56.540703,2025-03-12 19:49:56.540703
38849,3.053476,2025-02-25 19:49:56.540703,2025-03-23 19:49:56.540703
38850,1.699892,2025-01-10 19:49:56.540703,2025-01-11 19:49:56.540703
38851,1.439462,2025-01-11 19:49:56.540703,2025-01-30 19:49:56.540703
38852,5.325498,2025-01-08 19:49:56.540703,2025-01-18 19:49:56.540703
38853,4.025724,2025-02-04 19:49:56.540703,
38854,2.758379,2025-01-30 19:49:56.540703,2025-02-10 19:49:56.540703
38855,3.109517,2025-02-23 19:49:56.540703,2025-03-18 19:49:56.540703
38858,4.57068,2025-03-05 19:49:56.540703,
38860,0.775996,2025-02-23 19:49:56.540703,
38861,0.663589,2025-02-26 19:49:56.540703,
38862,5.648168,2025-01-23 19:49:56.540703,
38863,4.691462,2025-02-09 19:49:56.540703,2025-03-07 19:49:56.540703
38864,0.56625,2025-01-12 19:49:56.540703,2025-02-01 19:49:56.540703
38865,3.609069,2025-02-19 19:49:56.540703,
38868,3.095765,2025-01-30 19:49:56.540703,
38869,5.195535,2025-02-18 19:49:56.540703,
38870,1.380446,2025-01-23 19:49:56.540703,2025-01-20 19:49:56.540703
38871,2.9729,2025-02-06 19:49:56.540703,2025-02-15 19:49:56.540703
38872,1.438403,2025-01-24 19:49:56.540703,
38875,1.895975,2025-01-24 19:49:56.540703,2025-01-25 19:49:56.540703
38877,2.157996,2025-01-23 19:49:56.540703,
38878,4.323782,2025-01-30 19:49:56.540703,
38879,2.727364,2025-02-18 19:49:56.540703,2025-02-26 19:49:56.540703
38880,2.127444,2025-02-20 19:49:56.540703,2025-02-26 19:49:56.540703
38882,3.353132,2025-02-27 19:49:56.540703,
38883,2.372599,2025-01-13 19:49:56.540703,2025-01-25 19:49:56.540703
38884,2.99773,2025-02-03 19:49:56.540703,2025-02-27 19:49:56.540703
38887,0.611914,2025-01-09 19:49:56.540703,2025-01-16 19:49:56.540703
38889,1.087607,2025-01-26 19:49:56.540703,
38891,1.070683,2025-03-05 19:49:56.540703,
38893,3.768954,2025-01-20 19:49:56.540703,2025-01-18 19:49:56.540703
38894,2.770174,2025-02-24 19:49:56.540703,
38895,5.177728,2025-02-22 19:49:56.540703,
38896,1.845002,2025-02-28 19:49:56.540703,
38897,4.188491,2025-02-11 19:49:56.540703,2025-03-02 19:49:56.540703
38899,3.553674,2025-02-15 19:49:56.540703,2025-02-20 19:49:56.540703
38900,4.223672,2025-02-09 19:49:56.540703,2025-02-19 19:49:56.540703
38901,2.56298,2025-01-13 19:49:56.540703,
38902,1.481668,2025-03-07 19:49:56.540703,
38903,4.288491,2025-02-11 19:49:56.540703,
38904,3.310081,2025-01-18 19:49:56.540703,2025-02-16 19:49:56.540703
38905,4.447747,2025-02-03 19:49:56.540703,
38907,5.327865,2025-01-13 19:49:56.540703,
38908,4.861734,2025-01-29 19:49:56.540703,2025-02-06 19:49:56.540703
38909,1.287298,2025-01-24 19:49:56.540703,
38910,1.175987,2025-01-29 19:49:56.540703,2025-02-25 19:49:56.540703
38911,2.206633,2025-02-22 19:49:56.540703,2025-03-19 19:49:56.540703
38912,5.011012,2025-01-30 19:49:56.540703,2025-02-16 19:49:56.540703
38913,5.158911,2025-01-14 19:49:56.540703,2025-02-07 19:49:56.540703
38914,5.031969,2025-02-02 19:49:56.540703,2025-02-08 19:49:56.540703
38916,3.340383,2025-02-27 19:49:56.540703,
38918,3.617727,2025-01-16 19:49:56.540703,2025-02-01 19:49:56.540703
38919,4.000811,2025-02-27 19:49:56.540703,2025-02-28 19:49:56.540703
38920,0.777622,2025-01-26 19:49:56.540703,
38921,4.085611,2025-01-19 19:49:56.540703,
38922,3.979546,2025-02-03 19:49:56.540703,2025-02-15 19:49:56.540703
38924,2.047987,2025-01-14 19:49:56.540703,2025-02-01 19:49:56.540703
38926,3.216845,2025-02-02 19:49:56.540703,
38927,0.576061,2025-02-21 19:49:56.540703,2025-03-05 19:49:56.540703
38929,3.602598,2025-03-05 19:49:56.540703,
38932,1.262629,2025-02-25 19:49:56.540703,2025-03-06 19:49:56.540703
38933,2.086702,2025-02-22 19:49:56.540703,
38934,1.739619,2025-02-14 19:49:56.540703,
38937,2.181313,2025-01-28 19:49:56.540703,
38939,2.03703,2025-02-15 19:49:56.540703,
38940,2.119526,2025-01-29 19:49:56.540703,2025-02-08 19:49:56.540703
38941,3.128724,2025-02-04 19:49:56.540703,2025-02-09 19:49:56.540703
38942,1.755132,2025-01-29 19:49:56.540703,2025-02-25 19:49:56.540703
38943,2.563221,2025-02-23 19:49:56.540703,2025-02-26 19:49:56.540703
38946,2.154349,2025-01-25 19:49:56.540703,2025-02-12 19:49:56.540703
38947,1.245846,2025-01-12 19:49:56.540703,
38948,1.764068,2025-02-13 19:49:56.540703,2025-02-15 19:49:56.540703
38949,4.9783,2025-03-06 19:49:56.540703,2025-03-13 19:49:56.540703
38950,1.982352,2025-01-26 19:49:56.540703,
38952,0.5,2025-01-24 19:49:56.540703,2025-01-25 19:49:56.540703
38953,4.738326,2025-02-15 19:49:56.540703,
38954,2.719581,2025-02-15 19:49:56.540703,2025-03-15 19:49:56.540703
38955,2.418019,2025-02-19 19:49:56.540703,
38956,0.852835,2025-02-18 19:49:56.540703,
38959,3.427061,2025-02-04 19:49:56.540703,
38960,4.658742,2025-01-07 19:49:56.540703,
38962,4.572446,2025-01-17 19:49:56.540703,2025-01-31 19:49:56.540703
38963,1.302184,2025-02-24 19:49:56.540703,2025-03-10 19:49:56.540703
38964,0.798693,2025-01-09 19:49:56.540703,
38965,0.831838,2025-02-20 19:49:56.540703,2025-02-26 19:49:56.540703
38968,1.515294,2025-02-28 19:49:56.540703,2025-03-05 19:49:56.540703
38969,3.648525,2025-01-13 19:49:56.540703,2025-01-19 19:49:56.540703
38970,3.507258,2025-02-15 19:49:56.540703,2025-02-19 19:49:56.540703
38975,0.920903,2025-02-20 19:49:56.540703,2025-03-16 19:49:56.540703
38976,3.474993,2025-02-04 19:49:56.540703,
38977,2.3468,2025-01-25 19:49:56.540703,
38978,3.052748,2025-01-27 19:49:56.540703,2025-02-15 19:49:56.540703
38980,2.911805,2025-01-14 19:49:56.540703,
38981,1.794366,2025-02-12 19:49:56.540703,
38984,2.152447,2025-02-16 19:49:56.540703,
38985,4.343093,2025-02-11 19:49:56.540703,2025-02-28 19:49:56.540703
38986,1.738767,2025-02-11 19:49:56.540703,
38987,1.59276,2025-02-19 19:49:56.540703,2025-02-25 19:49:56.540703
38988,2.811154,2025-02-05 19:49:56.540703,
38989,3.672262,2025-02-25 19:49:56.540703,
38990,4.655747,2025-02-20 19:49:56.540703,2025-03-12 19:49:56.540703
38991,3.285753,2025-02-05 19:49:56.540703,2025-02-27 19:49:56.540703
38992,2.342045,2025-02-13 19:49:56.540703,2025-02-23 19:49:56.540703
38995,3.487426,2025-02-07 19:49:56.540703,2025-02-18 19:49:56.540703
38996,4.296932,2025-02-16 19:49:56.540703,
38997,3.473723,2025-02-14 19:49:56.540703,2025-02-27 19:49:56.540703
38998,3.238985,2025-01-19 19:49:56.540703,2025-01-30 19:49:56.540703
39000,3.114544,2025-03-01 19:49:56.540703,
39001,4.001051,2025-01-28 19:49:56.540703,2025-02-08 19:49:56.540703
39002,1.735405,2025-03-05 19:49:56.540703,2025-03-09 19:49:56.540703
39003,3.712023,2025-02-26 19:49:56.540703,2025-03-07 19:49:56.540703
39005,0.832767,2025-02-04 19:49:56.540703,
39006,1.954938,2025-01-24 19:49:56.540703,
39009,2.168797,2025-01-12 19:49:56.540703,
39011,1.618824,2025-01-28 19:49:56.540703,2025-02-18 19:49:56.540703
39012,2.823259,2025-01-24 19:49:56.540703,
39013,1.591001,2025-02-27 19:49:56.540703,2025-03-15 19:49:56.540703
39014,1.548447,2025-02-08 19:49:56.540703,2025-03-03 19:49:56.540703
39015,1.774739,2025-01-23 19:49:56.540703,
39016,3.309036,2025-02-28 19:49:56.540703,
39018,3.441426,2025-01-25 19:49:56.540703,2025-02-15 19:49:56.540703
39020,3.8501,2025-01-12 19:49:56.540703,2025-01-28 19:49:56.540703
39025,1.163329,2025-03-02 19:49:56.540703,
39028,2.007938,2025-02-14 19:49:56.540703,2025-03-11 19:49:56.540703
39030,3.293447,2025-01-16 19:49:56.540703,
39031,1.872813,2025-02-20 19:49:56.540703,2025-03-13 19:49:56.540703
39032,3.309249,2025-02-19 19:49:56.540703,2025-02-24 19:49:56.540703
39034,1.720001,2025-01-27 19:49:56.540703,2025-02-06 19:49:56.540703
39035,2.301281,2025-02-22 19:49:56.540703,2025-03-07 19:49:56.540703
39036,2.316915,2025-03-01 19:49:56.540703,2025-03-09 19:49:56.540703
39037,1.277943,2025-01-26 19:49:56.540703,
39038,3.842705,2025-01-18 19:49:56.540703,
39039,3.803959,2025-01-27 19:49:56.540703,2025-01-29 19:49:56.540703
39040,4.787631,2025-03-01 19:49:56.540703,2025-03-04 19:49:56.540703
39041,2.805455,2025-01-07 19:49:56.540703,
39043,2.553357,2025-02-13 19:49:56.540703,
39044,3.622317,2025-02-11 19:49:56.540703,2025-03-03 19:49:56.540703
39046,0.986315,2025-02-08 19:49:56.540703,2025-02-16 19:49:56.540703
39047,6.322281,2025-03-02 19:49:56.540703,
39048,1.145578,2025-02-09 19:49:56.540703,2025-03-08 19:49:56.540703
39049,2.346357,2025-01-16 19:49:56.540703,2025-01-22 19:49:56.540703
39050,4.171366,2025-01-20 19:49:56.540703,2025-01-28 19:49:56.540703
39051,2.18517,2025-02-22 19:49:56.540703,
39053,1.337653,2025-01-20 19:49:56.540703,
39055,4.502383,2025-02-25 19:49:56.540703,
39057,4.345749,2025-02-09 19:49:56.540703,2025-02-21 19:49:56.540703
39058,2.460979,2025-01-16 19:49:56.540703,2025-01-21 19:49:56.540703
39059,3.498374,2025-01-22 19:49:56.540703,2025-01-23 19:49:56.540703
39061,0.742532,2025-01-25 19:49:56.540703,2025-01-30 19:49:56.540703
39062,1.379552,2025-03-04 19:49:56.540703,2025-03-24 19:49:56.540703
39063,1.518309,2025-01-14 19:49:56.540703,2025-01-31 19:49:56.540703
39064,1.98285,2025-01-17 19:49:56.540703,2025-01-16 19:49:56.540703
39065,2.669762,2025-03-06 19:49:56.540703,
39067,1.165094,2025-03-03 19:49:56.540703,
39068,1.526968,2025-01-07 19:49:56.540703,2025-01-07 19:49:56.540703
39069,2.214808,2025-01-09 19:49:56.540703,2025-02-01 19:49:56.540703
39072,0.877769,2025-01-30 19:49:56.540703,
39073,4.404363,2025-02-17 19:49:56.540703,
39075,1.724846,2025-02-10 19:49:56.540703,2025-03-07 19:49:56.540703
39077,2.612926,2025-01-14 19:49:56.540703,2025-02-08 19:49:56.540703
39079,0.946104,2025-01-19 19:49:56.540703,2025-01-25 19:49:56.540703
39080,2.643216,2025-02-02 19:49:56.540703,
39081,0.888626,2025-01-15 19:49:56.540703,
39082,5.477247,2025-01-22 19:49:56.540703,
39083,2.473264,2025-02-08 19:49:56.540703,
39084,0.5,2025-02-26 19:49:56.540703,
39085,0.793687,2025-03-01 19:49:56.540703,2025-03-24 19:49:56.540703
39087,3.737261,2025-01-07 19:49:56.540703,
39088,0.857753,2025-02-12 19:49:56.540703,2025-03-04 19:49:56.540703
39089,3.882158,2025-03-01 19:49:56.540703,2025-03-08 19:49:56.540703
39090,3.752846,2025-01-15 19:49:56.540703,2025-02-08 19:49:56.540703
39093,1.643221,2025-02-08 19:49:56.540703,
39094,3.637585,2025-02-05 19:49:56.540703,
39095,5.374415,2025-02-09 19:49:56.540703,2025-02-17 19:49:56.540703
39096,0.895065,2025-02-04 19:49:56.540703,
39097,2.351731,2025-02-18 19:49:56.540703,
39098,1.164994,2025-02-10 19:49:56.540703,2025-03-01 19:49:56.540703
39099,1.728143,2025-02-01 19:49:56.540703,
39101,0.708272,2025-01-16 19:49:56.540703,
39103,1.434173,2025-02-16 19:49:56.540703,
39104,4.804789,2025-01-11 19:49:56.540703,
39105,2.245642,2025-02-22 19:49:56.540703,2025-03-04 19:49:56.540703
39106,4.346114,2025-01-18 19:49:56.540703,2025-01-24 19:49:56.540703
39107,2.734338,2025-01-29 19:49:56.540703,2025-02-22 19:49:56.540703
39109,1.051235,2025-02-04 19:49:56.540703,2025-02-08 19:49:56.540703
39110,2.96162,2025-02-25 19:49:56.540703,2025-03-10 19:49:56.540703
39112,4.399471,2025-01-26 19:49:56.540703,
39114,2.234614,2025-03-02 19:49:56.540703,2025-03-03 19:49:56.540703
39116,2.074219,2025-01-14 19:49:56.540703,
39118,1.585546,2025-02-25 19:49:56.540703,2025-03-19 19:49:56.540703
39119,1.016781,2025-01-14 19:49:56.540703,2025-01-31 19:49:56.540703
39121,3.421944,2025-01-16 19:49:56.540703,2025-01-25 19:49:56.540703
39123,2.435687,2025-01-14 19:49:56.540703,2025-01-29 19:49:56.540703
39124,2.038422,2025-02-26 19:49:56.540703,
39126,0.846819,2025-01-29 19:49:56.540703,2025-02-11 19:49:56.540703
39127,1.938419,2025-01-30 19:49:56.540703,2025-02-10 19:49:56.540703
39128,1.798405,2025-01-29 19:49:56.540703,
39129,0.67276,2025-02-27 19:49:56.540703,2025-03-12 19:49:56.540703
39131,1.261321,2025-03-06 19:49:56.540703,
39132,1.304106,2025-02-17 19:49:56.540703,
39133,0.662839,2025-02-21 19:49:56.540703,
39134,1.59973,2025-01-20 19:49:56.540703,2025-01-27 19:49:56.540703
39135,4.550422,2025-01-25 19:49:56.540703,
39136,4.389956,2025-01-30 19:49:56.540703,
39138,3.730767,2025-03-04 19:49:56.540703,2025-03-04 19:49:56.540703
39139,5.142921,2025-01-24 19:49:56.540703,2025-02-17 19:49:56.540703
39140,3.450165,2025-01-31 19:49:56.540703,2025-02-16 19:49:56.540703
39141,2.663569,2025-02-24 19:49:56.540703,
39142,0.51231,2025-01-07 19:49:56.540703,
39143,3.440979,2025-03-02 19:49:56.540703,
39144,0.790748,2025-02-21 19:49:56.540703,2025-02-28 19:49:56.540703
39145,6.195248,2025-02-15 19:49:56.540703,
39146,0.68002,2025-02-24 19:49:56.540703,
39147,1.772378,2025-03-04 19:49:56.540703,
39148,2.69289,2025-02-08 19:49:56.540703,2025-03-03 19:49:56.540703
39149,0.849546,2025-01-07 19:49:56.540703,2025-01-24 19:49:56.540703
39150,2.399702,2025-02-06 19:49:56.540703,
39151,1.864636,2025-02-14 19:49:56.540703,
39152,1.029686,2025-01-19 19:49:56.540703,2025-01-22 19:49:56.540703
39154,0.762416,2025-01-19 19:49:56.540703,
39155,1.692291,2025-02-18 19:49:56.540703,2025-03-08 19:49:56.540703
39156,2.515024,2025-01-25 19:49:56.540703,
39157,4.036715,2025-01-30 19:49:56.540703,2025-02-04 19:49:56.540703
39158,2.658682,2025-01-29 19:49:56.540703,2025-02-22 19:49:56.540703
39160,3.799285,2025-01-20 19:49:56.540703,
39161,0.924337,2025-01-25 19:49:56.540703,
39162,2.584423,2025-03-05 19:49:56.540703,2025-03-13 19:49:56.540703
39164,3.202815,2025-01-25 19:49:56.540703,2025-02-02 19:49:56.540703
39165,4.590201,2025-01-13 19:49:56.540703,2025-01-28 19:49:56.540703
39167,2.314129,2025-01-19 19:49:56.540703,
39168,5.310609,2025-03-04 19:49:56.540703,
39169,5.090521,2025-01-13 19:49:56.540703,
39173,3.06674,2025-02-11 19:49:56.540703,
39174,1.974136,2025-01-26 19:49:56.540703,2025-01-27 19:49:56.540703
39175,0.985774,2025-02-16 19:49:56.540703,2025-02-26 19:49:56.540703
39177,3.165039,2025-02-22 19:49:56.540703,2025-03-10 19:49:56.540703
39178,1.778465,2025-02-21 19:49:56.540703,2025-03-04 19:49:56.540703
39179,2.600006,2025-02-08 19:49:56.540703,
39181,4.543075,2025-02-13 19:49:56.540703,
39183,2.393441,2025-02-25 19:49:56.540703,2025-02-27 19:49:56.540703
39184,1.586552,2025-01-23 19:49:56.540703,2025-01-28 19:49:56.540703
39185,2.023743,2025-02-17 19:49:56.540703,2025-02-28 19:49:56.540703
39186,3.38083,2025-03-06 19:49:56.540703,
39187,0.83228,2025-03-05 19:49:56.540703,2025-03-07 19:49:56.540703
39188,1.601406,2025-01-29 19:49:56.540703,2025-02-07 19:49:56.540703
39189,1.048773,2025-02-02 19:49:56.540703,2025-02-04 19:49:56.540703
39190,0.920884,2025-02-04 19:49:56.540703,
39192,5.441541,2025-01-15 19:49:56.540703,2025-02-07 19:49:56.540703
39193,3.510824,2025-01-18 19:49:56.540703,
39194,3.807156,2025-02-17 19:49:56.540703,2025-03-03 19:49:56.540703
39195,4.415971,2025-01-15 19:49:56.540703,
39196,2.317484,2025-01-16 19:49:56.540703,2025-02-01 19:49:56.540703
39197,4.780044,2025-03-05 19:49:56.540703,2025-03-14 19:49:56.540703
39198,1.436141,2025-01-16 19:49:56.540703,2025-02-04 19:49:56.540703
39199,4.795604,2025-01-20 19:49:56.540703,2025-02-17 19:49:56.540703
39200,3.904061,2025-03-03 19:49:56.540703,
39201,2.49859,2025-02-20 19:49:56.540703,
39202,2.333483,2025-01-18 19:49:56.540703,
39203,1.792016,2025-03-06 19:49:56.540703,2025-03-17 19:49:56.540703
39204,1.301938,2025-01-16 19:49:56.540703,2025-02-04 19:49:56.540703
39205,2.34943,2025-01-30 19:49:56.540703,2025-02-08 19:49:56.540703
39208,3.193303,2025-01-23 19:49:56.540703,2025-02-18 19:49:56.540703
39211,3.051173,2025-01-20 19:49:56.540703,
39212,3.450711,2025-01-23 19:49:56.540703,
39213,3.973054,2025-01-23 19:49:56.540703,
39214,6.048289,2025-03-07 19:49:56.540703,2025-04-03 19:49:56.540703
39215,3.722038,2025-02-25 19:49:56.540703,
39216,2.945206,2025-01-16 19:49:56.540703,
39217,2.216156,2025-01-30 19:49:56.540703,
39218,3.255024,2025-02-14 19:49:56.540703,
39219,0.652992,2025-02-18 19:49:56.540703,
39220,2.222739,2025-03-07 19:49:56.540703,2025-03-21 19:49:56.540703
39222,2.166461,2025-02-27 19:49:56.540703,
39223,1.756189,2025-01-13 19:49:56.540703,
39226,2.107336,2025-02-27 19:49:56.540703,
39228,3.318706,2025-02-04 19:49:56.540703,
39229,4.095873,2025-01-14 19:49:56.540703,
39231,3.614773,2025-01-25 19:49:56.540703,
39232,2.999402,2025-01-22 19:49:56.540703,
39233,0.708032,2025-02-04 19:49:56.540703,2025-02-02 19:49:56.540703
39235,3.716374,2025-01-18 19:49:56.540703,
39236,1.417488,2025-01-10 19:49:56.540703,
39237,5.738911,2025-02-23 19:49:56.540703,2025-03-08 19:49:56.540703
39241,1.290267,2025-01-29 19:49:56.540703,
39242,5.618687,2025-03-05 19:49:56.540703,2025-03-20 19:49:56.540703
39243,1.12259,2025-02-21 19:49:56.540703,
39245,1.677979,2025-01-31 19:49:56.540703,2025-02-17 19:49:56.540703
39246,5.461286,2025-02-04 19:49:56.540703,2025-02-18 19:49:56.540703
39247,1.750769,2025-01-07 19:49:56.540703,2025-01-19 19:49:56.540703
39248,3.571907,2025-02-27 19:49:56.540703,2025-03-25 19:49:56.540703
39249,2.820054,2025-02-01 19:49:56.540703,
39251,1.834872,2025-03-05 19:49:56.540703,2025-03-30 19:49:56.540703
39252,5.131382,2025-01-27 19:49:56.540703,
39253,2.086458,2025-01-27 19:49:56.540703,2025-02-06 19:49:56.540703
39256,2.511968,2025-01-25 19:49:56.540703,
39257,2.7364,2025-02-11 19:49:56.540703,2025-02-15 19:49:56.540703
39259,3.516086,2025-02-23 19:49:56.540703,
39261,3.98064,2025-01-15 19:49:56.540703,2025-02-09 19:49:56.540703
39262,4.436224,2025-03-01 19:49:56.540703,
39264,3.366962,2025-01-22 19:49:56.540703,2025-02-02 19:49:56.540703
39265,0.76637,2025-01-31 19:49:56.540703,
39266,2.302129,2025-02-15 19:49:56.540703,
39267,2.59254,2025-02-09 19:49:56.540703,
39269,0.594556,2025-01-23 19:49:56.540703,2025-02-16 19:49:56.540703
39270,1.17757,2025-01-23 19:49:56.540703,
39271,6.598727,2025-01-30 19:49:56.540703,
39272,3.612527,2025-03-03 19:49:56.540703,2025-03-18 19:49:56.540703
39274,1.837494,2025-02-21 19:49:56.540703,2025-03-02 19:49:56.540703
39277,2.471999,2025-02-04 19:49:56.540703,
39280,1.819276,2025-02-17 19:49:56.540703,2025-03-13 19:49:56.540703
39281,0.698326,2025-03-02 19:49:56.540703,
39282,2.603426,2025-02-04 19:49:56.540703,2025-02-24 19:49:56.540703
39283,3.06269,2025-02-10 19:49:56.540703,
39285,2.343268,2025-02-09 19:49:56.540703,
39287,4.363147,2025-02-10 19:49:56.540703,2025-02-13 19:49:56.540703
39289,4.864031,2025-02-10 19:49:56.540703,2025-03-06 19:49:56.540703
39290,4.555353,2025-01-21 19:49:56.540703,
39296,3.747409,2025-01-08 19:49:56.540703,2025-01-12 19:49:56.540703
39298,3.253705,2025-01-21 19:49:56.540703,
39299,1.524757,2025-01-12 19:49:56.540703,2025-01-16 19:49:56.540703
39300,4.188351,2025-02-13 19:49:56.540703,
39301,3.899432,2025-01-19 19:49:56.540703,2025-01-20 19:49:56.540703
39302,5.37656,2025-02-05 19:49:56.540703,2025-02-09 19:49:56.540703
39303,1.791339,2025-01-14 19:49:56.540703,
39304,3.053999,2025-01-23 19:49:56.540703,2025-01-22 19:49:56.540703
39305,1.89683,2025-01-24 19:49:56.540703,2025-01-30 19:49:56.540703
39307,1.622362,2025-02-10 19:49:56.540703,
39308,1.956148,2025-01-28 19:49:56.540703,2025-02-12 19:49:56.540703
39309,3.411524,2025-01-29 19:49:56.540703,2025-02-26 19:49:56.540703
39311,4.003653,2025-01-31 19:49:56.540703,
39313,0.784534,2025-01-09 19:49:56.540703,
39314,1.310245,2025-02-04 19:49:56.540703,
39317,2.476932,2025-02-24 19:49:56.540703,
39320,2.028656,2025-01-22 19:49:56.540703,2025-02-10 19:49:56.540703
39321,0.5,2025-02-28 19:49:56.540703,2025-03-26 19:49:56.540703
39322,2.747094,2025-02-11 19:49:56.540703,
39323,1.162282,2025-01-23 19:49:56.540703,2025-01-29 19:49:56.540703
39324,4.35163,2025-02-26 19:49:56.540703,
39325,1.264783,2025-02-19 19:49:56.540703,2025-03-17 19:49:56.540703
39326,2.184684,2025-01-23 19:49:56.540703,2025-01-25 19:49:56.540703
39327,1.515239,2025-01-07 19:49:56.540703,2025-01-18 19:49:56.540703
39328,2.667022,2025-01-09 19:49:56.540703,2025-02-01 19:49:56.540703
39330,2.752494,2025-01-16 19:49:56.540703,2025-02-11 19:49:56.540703
39331,1.931726,2025-01-27 19:49:56.540703,2025-02-18 19:49:56.540703
39332,3.512894,2025-01-31 19:49:56.540703,2025-02-18 19:49:56.540703
39333,1.741157,2025-01-24 19:49:56.540703,2025-01-27 19:49:56.540703
39336,5.169428,2025-02-26 19:49:56.540703,
39337,4.288932,2025-02-20 19:49:56.540703,
39339,2.536093,2025-01-22 19:49:56.540703,2025-02-07 19:49:56.540703
39340,1.756793,2025-01-21 19:49:56.540703,
39341,2.687237,2025-01-09 19:49:56.540703,
39342,1.727832,2025-03-05 19:49:56.540703,
39344,3.358343,2025-01-28 19:49:56.540703,2025-02-23 19:49:56.540703
39345,1.1675,2025-01-14 19:49:56.540703,2025-01-20 19:49:56.540703
39346,1.913145,2025-03-05 19:49:56.540703,2025-03-14 19:49:56.540703
39347,2.481247,2025-01-23 19:49:56.540703,2025-02-13 19:49:56.540703
39348,2.302495,2025-01-14 19:49:56.540703,2025-01-23 19:49:56.540703
39352,2.874062,2025-02-18 19:49:56.540703,2025-03-14 19:49:56.540703
39354,1.945361,2025-01-13 19:49:56.540703,
39355,2.355902,2025-02-03 19:49:56.540703,
